,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff,country
53,1991,0.0004706549034571,0.0003428735821848,0.0002090459141061,0.0025078090483032,0.0010748852436177,0.0,7.0,-0.05607751,0.10970422,0.040672265,0.16698153,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000251882,0.000251878,-0.00549379,-0.08111934,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0317636910317143,0.0004298793434265,38
55,1991,0.0003417230908842,0.0019151092942084,0.0008228545922966,0.010041392564834,0.0002472049895571,0.0,7.0,0.022584591,0.10583079,0.04369387,0.16392769,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.81e-05,2.81e-05,-0.002113208,-0.004291508,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0506945918293194,-6.333734863269574e-05,39
58,1991,-0.0003377736271361,0.0004305539801494,0.0004304937059639,0.0076592686609685,0.0009270066157087,0.0,7.0,-0.06898093,0.08519947,0.028013643,0.16392769,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.47e-05,5.47e-05,-0.002113208,-0.09743617,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0550065302691823,0.0001585459009898,41
60,1991,0.0005888518639754,-0.0003297773593821,0.0003047873462251,0.0031387544841962,0.0002577105026067,0.0,7.0,0.036319505,0.06867376,0.013157078,0.16698153,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000235364,0.000235364,-0.00549379,0.02871061,0.001,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0494065897091343,0.0020125101800832,42
61,1991,0.0001538058389271,0.000822789492583,0.000502687133008,0.003111966554404,0.0001262053187113,0.0,7.0,-0.01659749,0.10962417,0.054751746,0.16392769,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,2.99e-05,2.99e-05,-0.002113208,-0.03571171,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0553664636781063,-3.2364028960701896e-05,43
63,1991,-6.405170358985768e-05,-0.0003926258100824,-0.0002641808646376,-0.00085747667014,-0.0001762658881439,0.0,7.0,0.023633946,0.09671303,0.042291448,0.16698153,0.003,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000282846,0.000282843,-0.00549379,0.015845146,0.0015,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0416510354268302,-0.0003777431600823,45
64,1991,-0.0001708835998402,0.000114760100084,-0.0005844187701256,-0.0063294944790146,-0.001524132674892,0.0,7.0,-0.04382763,0.08787598,0.03282848,0.16698153,0.0025,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000685334,0.000685338,-0.00549379,-0.05674032,0.001,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0472265310968939,0.0001581611871291,46
65,1991,0.0001519749789215,0.0012174954463451,0.0003457822137015,0.0033553034364485,0.0006391222016791,0.0,7.0,-0.016597303,0.06894176,0.045915905,0.16698153,0.009,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000384979,0.000384983,-0.00549379,-0.027900148,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0356542039697316,0.000615857334578,47
66,1991,0.0002701126841196,0.0008952028922846,0.0002796510669354,0.0013122998440417,-0.0006789453629389,0.0,7.0,0.018802786,0.09235119,0.043614496,0.16392769,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,0.000119016,0.000119016,-0.002113208,-0.009704318,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0480009434793902,7.753859256999507e-05,48
68,1991,-0.002261790941371,0.0004801432882938,-0.000136916903378,0.0004032594947982,-0.0016119398079648,0.0,7.0,0.009203147,0.09128371,0.04442266,0.1669678,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.00027176,0.00027176,-0.005542085,-0.006621482,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0453648443490301,-0.0008130820641862,49
71,1991,0.0002750860562571,0.0023837635400072,-0.0002762917802226,0.0014197467975509,-0.0011120094566923,0.0,7.0,-0.00194426,0.08503321,0.037858047,0.1669678,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.000285611,0.000285611,-0.005542085,-0.008027147,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0431286961465824,-0.0009799901492274,50
73,1991,0.0006399447299228,0.0027117216651111,0.0005245302411006,0.0030137021107425,0.0004588070398749,0.0,7.0,-0.01702563,0.08764678,0.054483127,0.1669678,0.0015,0.027343675,0.00095,0.004704,,0.0,0.0,0.000181206,0.000181209,-0.005542085,-0.011350479,-0.007,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0457456397543216,8.083556476600612e-05,52
74,1991,0.003977204062606,0.0046613229806739,0.0048157810759437,0.0821185960561088,0.0037188504139052,0.0,7.0,-0.118375875,0.092461646,0.04720687,0.16392769,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-6.89e-06,-6.89e-06,-0.002113208,-0.14381711,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0465415137396062,-0.0006484664527623,53
75,1991,0.0002270402004109,-0.0010931561578507,-0.0032731594672915,-0.0030388076242139,-0.0025264522157527,0.0,7.0,0.03499538,0.12113397,0.046032727,0.15959682,0.0015,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000164509,0.000164505,-0.006785229,0.008659625,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0582337432237732,0.0036710799680586,54
77,1991,0.0013778005347032,0.0022048471569267,0.0075315698286765,0.0225299381193626,0.002795346119766,0.0,7.0,0.012780044,0.08169272,0.039367605,0.16392769,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,6.41e-05,6.41e-05,-0.002113208,-0.017086694,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0415671991223227,-0.0004115082036151,56
78,1991,-0.0001159272392234,-0.0110346850582559,0.0003646633522106,0.0007021679379166,1.0554162191759447e-05,0.0,7.0,0.06615053,0.10981669,0.0358166,0.15959682,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,0.000366911,0.000366915,-0.006785229,0.037660595,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.126537681387321,-0.0021065882552042,57
81,1991,0.0002171074976058,-4.788506754827005e-05,0.000702550436331,-0.0075506362023544,-0.0002762038261837,0.0,7.0,0.018036934,0.084444806,0.05432383,0.15959682,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000375919,0.000375915,-0.006785229,-0.015156193,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0481159720503502,-0.0008646242953603,59
82,1991,-7.420218002148838e-05,8.559807975601179e-05,-7.899078676214775e-05,-0.0016950982006884,-1.4376656006537258e-05,0.0,7.0,0.01381987,0.10946366,0.052627183,0.16392769,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,8.05e-07,8.05e-07,-0.002113208,-0.011809174,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0579931406646626,2.4863853295101213e-05,60
83,1991,0.0030274863125298,0.0101087369970702,0.0005889879271982,0.0038699690380365,0.00128178784096,0.0,7.0,-0.001522104,0.077658415,0.053834293,0.1669678,0.01,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,4.56e-05,4.56e-05,-0.005542085,-0.021222293,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.047989436618787,0.0004516375838182,61
84,1991,0.0101691848156922,-0.0011013160723453,-0.0003110044242559,-0.0001709357352787,-3.640862823105912e-05,0.0,7.0,-0.080854185,0.08197162,0.036756888,0.15959682,0.003,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.001070499,0.001070499,-0.006785229,-0.104980156,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0391365477114615,-0.0030788113339777,62
85,1991,-0.0003007543303825,-0.0002977803010936,-0.0001153527136247,-0.0041313381422809,-0.0008314905818636,0.0,7.0,0.030097594,0.117276035,0.058013603,0.15959682,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,3.3e-05,3.3e-05,-0.006785229,-0.004353205,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.04129139623073,-0.0009342549484789,63
87,1991,-0.0003961026193831,-0.0012768002041556,0.0001982270087502,0.004467946235883,-0.0016379696119622,0.0,7.0,-0.01824053,0.10090856,0.037465364,0.16698153,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000323124,0.000323121,-0.00549379,-0.028176647,0.001,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.094913257865534,0.000865606893793,65
90,1991,0.0002565525158857,0.0016427021100091,0.0003298444057477,-0.0028733627763097,-0.0024185414322038,0.0,7.0,0.08040507,0.106768295,0.060899246,0.15959682,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,0.000109255,0.000109248,-0.006785229,0.039861996,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0394107406947066,0.0003135804377292,68
92,1991,0.0001648109523195,-0.0002374889648574,1.3453698861593671e-05,0.0025537511096211,0.0007434379384468,0.0,7.0,0.001825307,0.083734676,0.029319158,0.15959682,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000281423,0.00028142,-0.006785229,-0.015713444,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0368491782610407,0.0004613640992336,70
94,1991,-0.0036669457422113,-0.004479780478417,-0.0048243189493211,-0.0846974088382693,-0.0025537544958307,0.0,7.0,0.18369089,0.07505139,0.029374631,0.16698153,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,-0.001527295,-0.001527291,-0.00549379,0.1859453,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0689034156891254,-0.0093897582829326,71
95,1991,-5.388493873686551e-05,-0.0007477676487837,2.1990215801598103e-05,0.0004166270959427,9.747494165542308e-05,0.0,7.0,-0.08489022,0.08355228,0.008824203,0.16698153,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000268191,0.000268191,-0.00549379,-0.113312125,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0383886504471651,-0.0008610597995223,72
98,1991,0.0002937884307061,-0.00672530589264,-0.0021009236618113,-0.0025377575349533,-0.0006146440228862,0.0,7.0,0.016872328,0.07474262,0.040613007,0.16698153,0.0015,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000234507,0.0002345,-0.00549379,-0.014827732,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.034256576462275,-0.001399530917484,74
