country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19
IRL,1991,0.016514752,0.002923295,0.019550415,0.007933712,0.005322052,0.0,7,0.012780044,0.08169272,0.039367605,0.16392769,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,6.41e-05,6.41e-05,-0.002113208,-0.017086694,0.052631579,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
IRN,1991,-0.001081655,-0.005042381,-0.017962953,-0.00181561,-0.000581166,0.0,7,0.06615053,0.10981669,0.0358166,0.15959682,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,0.000366911,0.000366915,-0.006785229,0.037660595,-0.8,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
IRQ,1991,0.000222001,0.001885784,0.004932072,-0.000141809,0.006510278,,7,-0.61491907,0.09768331,0.036995307,0.15959682,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,-0.000372514,-0.000372514,-0.006785229,-0.6220093,-0.75,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
ISL,1991,0.000909102,0.035145707,0.000151498,0.002373471,-0.000724554,0.0,7,,,,0.16392769,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.002113208,,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
ISR,1991,-0.002612702,-0.003273437,-0.006306283,-0.0159022,-0.001332213,0.0,7,0.018036934,0.084444806,0.05432383,0.15959682,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000375919,0.000375915,-0.006785229,-0.015156193,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
ITA,1991,-0.000933142,-0.000436022,-0.003177686,-0.001191685,-0.001646223,0.0,7,0.01381987,0.10946366,0.052627183,0.16392769,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,8.05e-07,8.05e-07,-0.002113208,-0.011809174,0.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
JAM,1991,0.0135623,0.016038163,0.02153687,0.008430527,0.010340126,0.0,7,-0.001522104,0.077658415,0.053834293,0.1669678,0.01,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,4.56e-05,4.56e-05,-0.005542085,-0.021222293,0.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
JOR,1991,0.010797587,-0.004055869,0.001102863,0.000297381,-0.006354793,0.0,7,-0.080854185,0.08197162,0.036756888,0.15959682,0.003,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.001070499,0.001070499,-0.006785229,-0.104980156,-0.684210526,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
JPN,1991,-0.001040651,-0.001058389,-0.002673583,-0.000443523,-0.004062394,0.0,7,0.030097594,0.117276035,0.058013603,0.15959682,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,3.3e-05,3.3e-05,-0.006785229,-0.004353205,1.857142857,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KAZ,1991,0.018218858,0.018295592,-0.012398332,0.040495481,0.018104387,0.0,7,-0.11574935,0.097114034,0.018216446,0.15959682,0.0035,,0.006171,0.005898,0.006621,0.0,0.0,6.48e-05,6.48e-05,-0.006785229,-0.14196649,-0.65,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KEN,1991,0.000768667,0.000411644,0.006227515,0.010294381,-0.000381626,0.0,7,-0.01824053,0.10090856,0.037465364,0.16698153,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000323124,0.000323121,-0.00549379,-0.028176647,0.25,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KGZ,1991,-0.004152069,-0.422792175,-0.035509404,0.000996323,-0.015672181,0.0,7,-0.09270542,0.08400364,0.031465214,0.15959682,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000149928,0.000149928,-0.006785229,-0.08325025,-0.588235294,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KHM,1991,0.002820874,-0.009390904,-0.002388777,-0.001099964,0.000419206,,7,0.03800444,0.09178404,0.040049694,0.15959682,0.0055,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000358537,0.000358533,-0.006785229,0.006040748,-0.153846154,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KOR,1991,-0.000988424,-0.003153354,-0.010942228,0.017616527,0.00367579,0.0,7,0.08040507,0.106768295,0.060899246,0.15959682,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,0.000109255,0.000109248,-0.006785229,0.039861996,0.333333333,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
KWT,1991,-0.003371672,-0.003003906,0.043597608,-0.001502482,-0.00508189,0.0,7,0.3246252,0.06860738,0.039804168,0.15959682,0.0005,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,-0.00808762,-0.00808762,-0.006785229,0.33181506,-0.944444444,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LAO,1991,0.005302974,-0.005246027,0.004342651,-0.000116277,0.000362783,0.0,7,0.001825307,0.083734676,0.029319158,0.15959682,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000281423,0.00028142,-0.006785229,-0.015713444,0.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LBN,1991,-0.014882565,-0.034274421,-0.016084307,-0.007187448,-0.016646277,0.0,7,0.362136,0.08069532,0.057442073,0.15959682,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.00014478,0.000144776,-0.006785229,0.34827524,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LBR,1991,-0.048919755,-0.131984239,-0.138855797,-0.114541072,-0.040924784,0.0,7,0.18369089,0.07505139,0.029374631,0.16698153,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,-0.001527295,-0.001527291,-0.00549379,0.1859453,-0.411764706,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LBY,1991,-0.002423344,-0.002279384,-0.006017866,-0.00063925,-0.011253856,0.0,7,-0.08489022,0.08355228,0.008824203,0.16698153,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000268191,0.000268191,-0.00549379,-0.113312125,-0.8125,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LIE,1991,-0.001907473,-0.01625331,-0.002421063,-0.001600987,-0.001219347,0.0,7,,,,0.16392769,,,0.005726,0.003343,0.002246,,0.0,,,-0.002113208,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LKA,1991,-0.003129842,-0.007089059,-0.008609035,-0.003478286,-0.005035366,,7,0.034445394,0.097733244,0.056029454,0.15959682,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000111081,0.000111081,-0.006785229,0.016660871,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LSO,1991,4.44e-05,-0.002170321,-0.00975943,-0.007533448,-0.004894789,0.0,7,0.016872328,0.07474262,0.040613007,0.16698153,0.0015,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000234507,0.0002345,-0.00549379,-0.014827732,-0.8125,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LTU,1991,-0.019805951,-0.015170223,-0.05920168,-0.088520776,-0.034691771,0.0,7,-0.05885943,0.08216665,0.040527977,0.16392769,0.01,,0.003223,0.004141,0.003219,0.0,0.0,1.97e-05,1.97e-05,-0.002113208,-0.07820294,0.111111111,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LUX,1991,0.006419751,0.060904707,0.004562031,-0.001564479,0.000992585,0.0,7,,,,0.16392769,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.002113208,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
LVA,1991,-0.024725838,-0.067730296,-0.070714406,-0.041769665,-0.037811798,0.0,7,-0.12195121,0.07882808,0.03730368,0.16392769,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-4.62e-05,-4.62e-05,-0.002113208,-0.15117964,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MAC,1991,-0.013609153,-0.089828253,-0.00725114,-0.000279144,-0.009922266,0.0,7,,,,0.15959682,,,,0.005511,0.002519,0.0,0.0,,,-0.006785229,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MAR,1991,-0.012220671,-0.010173822,-0.016023202,-0.004519561,-0.007890761,0.0,7,0.045359954,0.10138329,0.040373378,0.16698153,0.001,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000223622,0.000223622,-0.00549379,0.029601226,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MCO,1991,-0.001840282,-0.00927569,-0.001198485,-0.000752992,-0.000486508,0.0,7,,,,0.16392769,,,0.006838,0.003047,0.007305,,0.0,,,-0.002113208,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MDA,1991,0.092411835,0.1299336,0.142592822,0.135331287,0.181349795,0.0,7,-0.18003844,0.083941214,0.04886434,0.16392769,0.0075,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,6.13e-05,6.13e-05,-0.002113208,-0.15775235,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MDG,1991,0.008553311,0.003744264,-0.029760284,-0.003271157,0.001727808,0.0,7,-0.0908117,0.093917206,0.03026041,0.16698153,0.006,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000301309,0.000301309,-0.00549379,-0.08703537,-0.333333333,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MDV,1991,-0.000901374,-0.028848859,-0.013900358,-0.005985628,-0.002394489,0.0,7,,,,0.15959682,,,,,,0.01,0.0,,,-0.006785229,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MEX,1991,-0.000827365,0.00225733,0.00541644,0.001015574,-0.000255827,0.0,7,0.023250392,0.11367761,0.03806099,0.1669678,0.005,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000183709,0.000183713,-0.005542085,0.004085779,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MKD,1991,0.002173021,-0.117418527,0.00359981,-0.01471727,0.008087936,0.0,7,,0.075324684,0.04319369,0.16392769,0.008,,0.005023,0.005899,0.005021,,0.0,,,-0.002113208,,-0.111111111,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MLI,1991,0.001605541,0.000191612,0.000857072,0.000604733,-0.000646682,0.0,7,-0.028629635,0.09017727,0.019111209,0.16698153,0.005,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000200063,0.000200067,-0.00549379,-0.04575538,-0.473684211,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MLT,1991,-0.000723936,0.000531388,0.006082915,0.002671983,-0.002902009,0.0,7,,,,0.16392769,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,-0.002113208,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MMR,1991,-0.010264298,-0.04165719,-0.017430232,-0.007323826,-0.005072266,,7,-0.018966328,0.10590165,0.041013554,0.15959682,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,0.000126369,0.000126369,-0.006785229,-0.056576476,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MNG,1991,0.009275269,0.046312695,0.018790938,0.006081968,0.0153867,0.0,7,-0.11354099,0.077277035,0.003786456,0.15959682,0.006,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000235498,0.000235501,-0.006785229,-0.12857977,2.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MOZ,1991,0.003268557,0.003578029,0.004775493,0.001915407,0.002230099,,7,0.027246885,0.09467677,0.02803153,0.16698153,0.002,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.000209555,0.000209549,-0.00549379,0.014587406,-0.8,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MRT,1991,0.000156306,0.000738094,-0.007783642,-0.004208864,-0.004721726,0.0,7,0.000809435,0.07587528,0.006498261,0.16698153,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000248581,0.000248586,-0.00549379,-0.018562702,-0.733333333,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MUS,1991,-0.07538462,-0.544802152,-0.11711958,-0.073879574,-0.098011549,0.0,7,0.053947955,0.06977023,0.06268987,0.16698153,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,9.49e-05,9.49e-05,-0.00549379,0.021792263,3.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MWI,1991,0.003865115,-0.000797735,0.000428408,-0.000953314,-0.001450704,0.0,7,0.04497808,0.092022814,0.046581358,0.16698153,0.0005,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000394255,0.000394255,-0.00549379,0.029382009,-0.95,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
MYS,1991,-0.001253079,-0.003259995,-0.012520498,0.005521879,0.008621652,0.0,7,0.07077205,0.09793162,0.03998473,0.15959682,0.007,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000227898,0.000227895,-0.006785229,0.034730334,-0.125,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NAM,1991,0.003014266,-0.005451347,-0.005517056,0.001781942,-0.007367073,0.0,7,0.028042784,0.07321183,0.006052926,0.16698153,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.00027778,0.000277779,-0.00549379,0.014401399,0.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NCL,1991,-0.000198868,-0.002237886,-0.00380064,-0.001696916,-0.001929995,0.0,7,,,,0.16698068,,,,0.005462,0.006633,0.0,0.0,,,-0.00530684,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NER,1991,0.000351928,-0.002698974,-0.00173482,-0.00139003,-0.000327789,0.0,7,-0.005880044,0.08997805,0.018536344,0.16698153,0.0055,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000305899,0.0003059,-0.00549379,-0.004244016,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NGA,1991,0.001494004,0.002299269,0.007868057,0.006011497,0.00596314,0.0,7,0.033377685,0.11503809,0.04689521,0.16698153,0.0025,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000254363,0.000254363,-0.00549379,0.01897375,-0.6875,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NIC,1991,0.006126944,0.011523024,0.008772406,0.004406692,0.002359343,0.0,7,-0.05141512,0.08261785,0.034721784,0.1669678,0.008,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.000497595,0.000497587,-0.005542085,-0.055899486,0.142857143,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NLD,1991,0.003283368,0.001192043,0.004086724,0.004857229,0.001631706,0.0,7,0.014923207,0.096202105,0.06097297,0.16392769,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,7.64e-05,7.64e-05,-0.002113208,-0.007050596,0.052631579,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NOR,1991,0.001241911,0.002004098,0.003765635,0.011176653,0.001546313,0.0,7,0.03136619,0.08357431,0.026291447,0.16392769,0.01,0.033809945,0.000586,0.002048,0.000673,0.0,0.0,4.64e-05,4.64e-05,-0.002113208,0.002734281,0.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NPL,1991,0.004288631,0.00725748,0.006383465,0.003934304,0.004230659,0.0,7,0.03469037,0.09875516,0.049114067,0.15959682,0.0075,0.043000028,0.006632,0.001417,0.007167,0.01,0.0,0.000276335,0.000276338,-0.006785229,0.019996792,-0.25,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
NZL,1991,0.00541482,0.008115351,0.006383545,0.004899265,0.004327458,0.0,7,-0.02490018,0.08147578,0.025565125,0.16698068,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.000119381,0.000119379,-0.00530684,-0.042157818,0.25,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
OMN,1991,0.002865869,0.002175723,0.003858772,0.001361856,0.001973711,0.0,7,0.019583495,0.07519288,0.021605346,0.15959682,0.0005,0.010296194,0.004373,0.004322,0.003567,0.0,0.0,0.000388749,0.000388747,-0.006785229,-0.03302332,-0.95,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PAK,1991,0.000647404,-0.000274296,-0.000418361,-0.000536377,0.000299917,0.0,7,0.026967637,0.11675761,0.05018109,0.15959682,0.009,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.000264995,0.000264991,-0.006785229,0.004900252,8.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PAN,1991,0.005741867,0.008088132,0.002131853,0.010777358,0.000341397,0.0,7,0.0685735,0.07800163,0.034695614,0.1669678,0.009,0.024849067,0.005528,0.003338,0.003873,0.0,0.0,0.000198603,0.000198599,-0.005542085,0.049289055,0.2,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PER,1991,-0.000427999,-0.00065878,0.000238322,3.38e-05,-0.000954862,,7,0.00375582,0.10001385,0.0284677,0.1669678,0.009,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.000209369,0.000209367,-0.005542085,-0.011771224,-0.052631579,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PHL,1991,0.000875676,-0.004986568,0.01348492,0.005817861,0.002464039,,7,-0.028000377,0.111060426,0.05408379,0.15959682,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.000225514,0.000225518,-0.006785229,-0.050948042,-0.052631579,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PNG,1991,-0.006979119,-0.02725957,-0.022629865,-0.011945841,-0.010866314,0.0,7,,,,0.16698068,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,-0.00530684,,-0.222222222,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
POL,1991,-0.003436988,-0.005273361,0.003433554,0.021966141,-0.003527057,0.0,7,-0.073408544,0.10551983,0.04833427,0.16392769,0.009,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,3.5e-05,3.5e-05,-0.002113208,-0.096442305,0.285714286,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PRK,1991,0.00125806,0.000438287,0.002304015,0.002466606,0.003166001,0.0,7,-2.04e-05,0.09921381,0.051304784,0.15959682,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,0.000169665,0.000169665,-0.006785229,-0.008294327,-0.95,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PRT,1991,-0.002578213,-0.001031496,-0.005720929,-0.00072123,-0.002682333,0.0,7,0.04406835,0.09202208,0.046809524,0.16392769,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,-3.71e-06,-3.71e-06,-0.002113208,0.01423868,19.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PRY,1991,-0.00186521,-0.007572219,-0.005854879,-0.000457809,-0.007510872,0.0,7,-0.00387521,0.08381832,0.0239714,0.1669678,0.006,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.0002857,0.000285702,-0.005542085,-0.012926217,-0.4,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
PYF,1991,-0.000251243,-0.00706184,-0.004021741,-0.000457347,-0.001070889,0.0,7,,,,0.16698068,,,,0.005813,0.006078,,0.0,,,-0.00530684,,-1.0,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
QAT,1991,0.001337244,0.003934462,0.003278725,0.002887964,-0.001216609,0.0,7,-0.03636934,0.061336517,0.03696798,0.15959682,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000330392,0.000330392,-0.006785229,-0.031495973,,0.001930472127071823,-0.009160140044198895,-0.011416511756906077,0.003105176099447514,0.0010563133370165745
