country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
ETH,1991,-0.004632058,-0.001914654,-0.000274506,-9.37e-05,-0.000939817,,7,,,,0.16698153,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.00549379,,-0.473684211,755.0566385,2086.568369,0.361865276,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
FIN,1991,0.002954282,-0.00041484,0.000189014,0.007548866,3.87e-05,0.0,7,-0.06898093,0.08519947,0.028013643,0.16392769,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.47e-05,5.47e-05,-0.002113208,-0.09743617,0.818181818,12487.41809,41663.31926,0.299722113,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
FJI,1991,-0.001043156,-0.001783821,-0.000920559,6.22e-05,-0.000483226,0.0,7,,,,0.16698068,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00530684,,-0.25,160.9459976,435.1274925,0.369882392,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GAB,1991,0.001032328,0.000744801,0.002917024,0.000117004,0.002332574,0.0,7,0.036319505,0.06867376,0.013157078,0.16698153,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000235364,0.000235364,-0.00549379,0.02871061,0.0,580.4774007,1343.61669,0.432026042,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GBR,1991,0.000977908,0.001389666,0.002212372,0.0013841,0.001471089,0.0,7,-0.01659749,0.10962417,0.054751746,0.16392769,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,2.99e-05,2.99e-05,-0.002113208,-0.03571171,2.333333333,97350.21286,192552.9009,0.505576454,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GEO,1991,-0.000455327,-0.002030969,-0.000376642,-0.000211396,-0.000955839,1.0,7,-0.2101191,0.0859788,0.043536793,0.15959682,0.007,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-1.12e-05,-1.12e-05,-0.006785229,-0.21137737,-0.3,1492.637092,5462.331879,0.273260052,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GHA,1991,-0.000784364,-0.00051391,-0.000559137,6.55e-06,-0.000364239,0.0,7,0.023633946,0.09671303,0.042291448,0.16698153,0.003,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000282846,0.000282843,-0.00549379,0.015845146,-0.625,707.0465497,1770.404872,0.399369975,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GIN,1991,-0.00400096,0.00170094,-2.26e-05,-8.31e-06,-0.003028272,0.0,7,-0.04382763,0.08787598,0.03282848,0.16698153,0.0025,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000685334,0.000685338,-0.00549379,-0.05674032,-0.722222222,293.4488425,728.0868439,0.40304099,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GMB,1991,0.000325672,0.000730983,0.000130491,5.55e-06,0.000478923,0.0,7,-0.016597303,0.06894176,0.045915905,0.16698153,0.009,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000384979,0.000384983,-0.00549379,-0.027900148,1.0,51.96964172,203.0692404,0.255920796,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GRC,1991,-0.000696728,-4.19e-05,-0.000200516,-7.95e-05,-0.000399851,0.0,7,0.018802786,0.09235119,0.043614496,0.16392769,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,0.000119016,0.000119016,-0.002113208,-0.009704318,3.0,7401.742478,19493.11851,0.379710536,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GRL,1991,-0.016229458,-0.00080315,-0.002666858,0.002083021,-0.00763576,0.0,7,,,,0.16458338,,,,0.004592,0.002188,0.0,0.0,,,-0.007742658,,0.0,202.0414057,367.5454885,0.549704491,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GTM,1991,-0.002127169,-0.001610211,0.000264329,-8.15e-05,-0.000634685,0.0,7,0.009203147,0.09128371,0.04442266,0.1669678,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.00027176,0.00027176,-0.005542085,-0.006621482,-0.35,768.3838164,2069.674114,0.37125836,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
GUY,1991,0.000725885,0.000909362,0.000333314,1.18e-05,0.000164905,0.0,7,,,,0.1669678,0.0015,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,-0.005542085,,-0.833333333,5333.510643,13246.05926,0.402648859,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
HKG,1991,0.002201659,0.001911534,0.000872864,-0.000857384,-2.2e-05,0.0,7,0.04462224,0.08657303,0.086161606,0.15959682,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,0.00011196,0.00011196,-0.006785229,-0.003001332,0.0,8511.299104,11946.2116,0.71246847,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
HND,1991,-0.002492294,0.000879101,0.000487124,2.3e-05,-0.000103727,0.0,7,-0.00194426,0.08503321,0.037858047,0.1669678,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.000285611,0.000285611,-0.005542085,-0.008027147,0.0,331.4637131,1125.197577,0.294582676,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
HRV,1991,0.001057193,0.001043464,0.004056142,0.000682924,0.003467596,0.0,7,,0.084208235,0.043881062,0.16392769,0.0035,,0.00369,0.004447,0.000763,,0.0,,,-0.002113208,,-0.588235294,1167.101841,4075.62384,0.286361521,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
HTI,1991,0.000497839,0.007107037,0.002340105,0.000163593,0.000965509,0.0,7,-0.01702563,0.08764678,0.054483127,0.1669678,0.0015,0.027343675,0.00095,0.004704,,0.0,0.0,0.000181206,0.000181209,-0.005542085,-0.011350479,-0.842105263,205.6102531,525.0150346,0.391627362,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
HUN,1991,0.001992864,0.005344356,0.003651083,0.004254953,0.002479212,0.0,7,-0.118375875,0.092461646,0.04720687,0.16392769,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-6.89e-06,-6.89e-06,-0.002113208,-0.14381711,0.333333333,3212.725179,10576.87958,0.303749812,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
IDN,1991,0.002712573,0.00050587,-0.00817085,0.00111401,0.001404034,0.0,7,0.03499538,0.12113397,0.046032727,0.15959682,0.0015,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000164509,0.000164505,-0.006785229,0.008659625,-0.85,13812.09237,54994.22236,0.251155336,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
IND,1991,0.001482365,0.000407022,0.002167164,0.000349548,0.00077292,,7,-0.00450258,0.13657363,0.056599725,0.15959682,0.009,0.025572272,0.004182,0.00326,0.008069,0.01,0.0,0.000173971,0.000173975,-0.006785229,-0.023188943,0.0,50592.33002,146066.9699,0.346363932,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
IRL,1991,0.002805634,6.67e-05,0.001187465,0.006111857,-2.14e-05,0.0,7,0.012780044,0.08169272,0.039367605,0.16392769,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,6.41e-05,6.41e-05,-0.002113208,-0.017086694,0.052631579,3957.726572,10922.15877,0.362357539,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
IRN,1991,1.47e-05,0.000919529,0.002440528,-0.000131397,-0.000207504,0.0,7,0.06615053,0.10981669,0.0358166,0.15959682,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,0.000366911,0.000366915,-0.006785229,0.037660595,-0.8,17669.3147,38844.2312,0.454876159,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
IRQ,1991,-0.000352592,0.004493894,0.000388052,-3.43e-05,0.002935958,,7,-0.61491907,0.09768331,0.036995307,0.15959682,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,-0.000372514,-0.000372514,-0.006785229,-0.6220093,-0.75,524.8961288,1490.006777,0.352277679,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
ISL,1991,0.000174575,-0.017375837,-0.000471563,0.000472378,-0.001806494,0.0,7,,,,0.16392769,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.002113208,,0.0,573.4135144,1603.995412,0.357490745,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
ISR,1991,-0.002244481,-0.001991269,-0.001766757,0.004271843,-0.002790387,0.0,7,0.018036934,0.084444806,0.05432383,0.15959682,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000375919,0.000375915,-0.006785229,-0.015156193,18.0,5582.518002,10829.66628,0.515483844,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
ITA,1991,-0.000948671,-0.000592106,-0.000541464,-0.000258088,-0.00060181,0.0,7,0.01381987,0.10946366,0.052627183,0.16392769,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,8.05e-07,8.05e-07,-0.002113208,-0.011809174,0.0,133216.8587,299808.8768,0.444339274,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
JAM,1991,0.002280468,0.006209617,0.001907188,0.000399003,0.002731445,0.0,7,-0.001522104,0.077658415,0.053834293,0.1669678,0.01,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,4.56e-05,4.56e-05,-0.005542085,-0.021222293,0.0,409.7915091,1065.239323,0.384694313,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
JOR,1991,0.001359069,-0.000433007,0.000562997,5.81e-05,0.001268067,0.0,7,-0.080854185,0.08197162,0.036756888,0.15959682,0.003,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.001070499,0.001070499,-0.006785229,-0.104980156,-0.684210526,365.9746251,1385.918627,0.26406646,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
JPN,1991,-0.000144381,-7.39e-05,-0.000106807,-0.000157802,-0.000783968,0.0,7,0.030097594,0.117276035,0.058013603,0.15959682,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,3.3e-05,3.3e-05,-0.006785229,-0.004353205,1.857142857,268392.1741,814549.6878,0.329497608,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KAZ,1991,-0.001527292,-0.001513159,-0.002026452,-0.004730549,-0.009000795,0.0,7,-0.11574935,0.097114034,0.018216446,0.15959682,0.0035,,0.006171,0.005898,0.006621,0.0,0.0,6.48e-05,6.48e-05,-0.006785229,-0.14196649,-0.65,3105721.621,22732425.02,0.136620779,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KEN,1991,0.002034229,0.000814451,0.002672283,0.001689313,0.000343189,0.0,7,-0.01824053,0.10090856,0.037465364,0.16698153,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000323124,0.000323121,-0.00549379,-0.028176647,0.25,1713.120234,4893.35757,0.350090957,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KGZ,1991,0.00053097,0.113629065,0.004881366,0.000803243,0.001515029,0.0,7,-0.09270542,0.08400364,0.031465214,0.15959682,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000149928,0.000149928,-0.006785229,-0.08325025,-0.588235294,205.2099407,2086.275523,0.09836186,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KHM,1991,0.007029973,-0.003579016,0.000564489,-0.000332088,0.000952197,,7,0.03800444,0.09178404,0.040049694,0.15959682,0.0055,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000358537,0.000358533,-0.006785229,0.006040748,-0.153846154,181.2547405,510.4826684,0.355065415,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KOR,1991,-0.000723703,-0.001020855,-0.001449423,0.000413012,-0.002333546,0.0,7,0.08040507,0.106768295,0.060899246,0.15959682,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,0.000109255,0.000109248,-0.006785229,0.039861996,0.333333333,25675.36919,99185.62856,0.258861788,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
KWT,1991,-0.001687556,-0.002701874,-0.005724601,-0.009505985,-0.021729079,0.0,7,0.3246252,0.06860738,0.039804168,0.15959682,0.0005,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,-0.00808762,-0.00808762,-0.006785229,0.33181506,-0.944444444,1784.43209,2563.304742,0.696145121,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LAO,1991,-0.000458419,-0.003017456,0.004939473,-0.000338933,-0.000346831,0.0,7,0.001825307,0.083734676,0.029319158,0.15959682,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000281423,0.00028142,-0.006785229,-0.015713444,0.0,71.96271477,282.0800653,0.2551145,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LBN,1991,-0.00528109,-0.006095736,0.00234786,-9.79e-05,-0.002425307,0.0,7,0.362136,0.08069532,0.057442073,0.15959682,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.00014478,0.000144776,-0.006785229,0.34827524,0.0,294.1472612,878.232176,0.334931091,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LBR,1991,-0.018769924,0.019205902,-0.007523639,-0.016289189,-0.036701321,0.0,7,0.18369089,0.07505139,0.029374631,0.16698153,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,-0.001527295,-0.001527291,-0.00549379,0.1859453,-0.411764706,65.76267848,126.1325278,0.521377631,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LBY,1991,-0.001730609,-0.002022854,-0.002824448,-0.000466794,-0.005315073,0.0,7,-0.08489022,0.08355228,0.008824203,0.16698153,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000268191,0.000268191,-0.00549379,-0.113312125,-0.8125,3072.063104,7608.680567,0.403757666,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LIE,1991,-0.001110248,-0.003914674,-0.000585721,-0.000229692,-0.000769988,0.0,7,,,,0.16392769,,,0.005726,0.003343,0.002246,,0.0,,,-0.002113208,,0.0,140.8017835,366.3908541,0.384293936,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LKA,1991,-0.001059978,-0.001359216,-0.000525308,-0.000548182,-0.001538629,,7,0.034445394,0.097733244,0.056029454,0.15959682,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000111081,0.000111081,-0.006785229,0.016660871,4.0,717.5725208,1884.552463,0.380765479,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LSO,1991,-0.001803155,-0.004603416,-0.000440793,-0.000291898,-0.001254658,0.0,7,0.016872328,0.07474262,0.040613007,0.16698153,0.0015,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000234507,0.0002345,-0.00549379,-0.014827732,-0.8125,55.8115348,198.9692024,0.280503385,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LTU,1991,-0.000291439,0.003026494,-0.000961718,0.011473579,0.000566765,0.0,7,-0.05885943,0.08216665,0.040527977,0.16392769,0.01,,0.003223,0.004141,0.003219,0.0,0.0,1.97e-05,1.97e-05,-0.002113208,-0.07820294,0.111111111,1154.18039,2681.317375,0.430452732,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LUX,1991,-0.003248214,-0.014489325,-0.001505507,-0.000963403,-0.000842749,0.0,7,,,,0.16392769,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.002113208,,0.0,944.7490649,3152.550265,0.299677717,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
LVA,1991,0.000232493,0.000814668,0.002550705,0.002318589,0.001820514,0.0,7,-0.12195121,0.07882808,0.03730368,0.16392769,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-4.62e-05,-4.62e-05,-0.002113208,-0.15117964,-0.1,1291.486331,2746.911098,0.470159494,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MAC,1991,0.000966872,0.012498756,-0.000249222,9.69e-05,-0.000615877,0.0,7,,,,0.15959682,,,,0.005511,0.002519,0.0,0.0,,,-0.006785229,,0.0,216.5088918,546.1144165,0.396453353,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MAR,1991,-0.00136358,-0.001661962,-0.000406949,0.000550071,-0.001493087,0.0,7,0.045359954,0.10138329,0.040373378,0.16698153,0.001,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000223622,0.000223622,-0.00549379,0.029601226,-0.888888889,2076.09962,7328.646793,0.283285534,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MCO,1991,-5.41e-05,-0.004001456,-0.000338672,-0.000118876,-0.000469465,0.0,7,,,,0.16392769,,,0.006838,0.003047,0.007305,,0.0,,,-0.002113208,,0.0,183.1251223,452.4185721,0.404769242,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MDA,1991,-0.010720445,-0.028379463,-0.029205207,-0.029640777,-0.034561946,0.0,7,-0.18003844,0.083941214,0.04886434,0.16392769,0.0075,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,6.13e-05,6.13e-05,-0.002113208,-0.15775235,2.75,1.705916397,10.12143013,0.168544996,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MDG,1991,-0.0031497,-0.018108574,0.003038379,0.000317352,0.002400373,0.0,7,-0.0908117,0.093917206,0.03026041,0.16698153,0.006,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000301309,0.000301309,-0.00549379,-0.08703537,-0.333333333,290.3719357,810.276085,0.358361725,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MDV,1991,-0.00509968,-0.001492118,0.000920175,-0.001857866,-0.002309583,0.0,7,,,,0.15959682,,,,,,0.01,0.0,,,-0.006785229,,0.0,32.93423482,68.48808926,0.480875364,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MEX,1991,-0.00073581,0.002288592,0.002489739,0.006794456,0.000222902,0.0,7,0.023250392,0.11367761,0.03806099,0.1669678,0.005,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000183709,0.000183713,-0.005542085,0.004085779,-0.411764706,37837.63755,88847.04374,0.425873906,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MKD,1991,0.002365083,0.04294202,0.002701432,0.008682674,0.003889026,0.0,7,,0.075324684,0.04319369,0.16392769,0.008,,0.005023,0.005899,0.005021,,0.0,,,-0.002113208,,-0.111111111,244.7827085,816.9389542,0.299634027,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MLI,1991,-0.001605591,-0.000509396,0.000168975,-1.6e-05,-0.000685631,0.0,7,-0.028629635,0.09017727,0.019111209,0.16698153,0.005,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000200063,0.000200067,-0.00549379,-0.04575538,-0.473684211,245.9075189,644.6626205,0.381451493,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MLT,1991,-0.000685993,0.000434334,0.001869811,-0.002793845,0.000329177,0.0,7,,,,0.16392769,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,-0.002113208,,0.0,293.7228962,513.9363417,0.571516105,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MMR,1991,-0.003475661,0.00035593,-0.001801551,-1.41e-05,-0.001191863,,7,-0.018966328,0.10590165,0.041013554,0.15959682,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,0.000126369,0.000126369,-0.006785229,-0.056576476,-0.823529412,608.7600499,6766.288618,0.089969566,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MNG,1991,0.004959176,-0.005199627,0.000467244,-0.000225117,0.002616814,0.0,7,-0.11354099,0.077277035,0.003786456,0.15959682,0.006,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000235498,0.000235501,-0.006785229,-0.12857977,2.0,137.1225504,519.820242,0.263788401,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MOZ,1991,0.005960055,0.003640916,0.000772843,9.1e-05,0.001573596,,7,0.027246885,0.09467677,0.02803153,0.16698153,0.002,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.000209555,0.000209549,-0.00549379,0.014587406,-0.8,240.8700464,657.3799118,0.366409198,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MRT,1991,-0.001273418,-0.000212162,-0.000321646,-0.000116413,-0.002669695,0.0,7,0.000809435,0.07587528,0.006498261,0.16698153,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000248581,0.000248586,-0.00549379,-0.018562702,-0.733333333,128.5119147,468.2579972,0.274446812,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MUS,1991,-0.059738509,-0.470499437,-0.033813673,-0.160195269,-0.042859959,0.0,7,0.053947955,0.06977023,0.06268987,0.16698153,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,9.49e-05,9.49e-05,-0.00549379,0.021792263,3.0,443.2294271,784.5073545,0.56497804,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MWI,1991,-0.003823283,-0.003615119,-0.000242608,-0.000207701,-0.000940587,0.0,7,0.04497808,0.092022814,0.046581358,0.16698153,0.0005,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000394255,0.000394255,-0.00549379,0.029382009,-0.95,223.3275794,692.1890516,0.322639572,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
MYS,1991,-0.008954987,-0.013818685,-0.010576205,-0.003829904,-0.003131631,0.0,7,0.07077205,0.09793162,0.03998473,0.15959682,0.007,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000227898,0.000227895,-0.006785229,0.034730334,-0.125,4446.998479,17929.15603,0.248031668,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NAM,1991,-0.001485145,-0.003581742,-7.26e-06,-0.000190829,4.93e-05,0.0,7,0.028042784,0.07321183,0.006052926,0.16698153,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.00027778,0.000277779,-0.00549379,0.014401399,0.0,186.5853455,602.8836006,0.309488175,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NCL,1991,-0.000916375,-0.003909697,-0.000802337,-0.000155876,-0.003510098,0.0,7,,,,0.16698068,,,,0.005462,0.006633,0.0,0.0,,,-0.00530684,,0.0,204.0809538,461.5203243,0.442192777,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NER,1991,0.00067539,0.00075984,0.000535589,0.00020302,0.002517173,0.0,7,-0.005880044,0.08997805,0.018536344,0.16698153,0.0055,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000305899,0.0003059,-0.00549379,-0.004244016,-0.3125,120.8982062,475.4883723,0.25426112,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NGA,1991,0.000834287,0.000216315,-0.000872115,-0.00016002,0.000423611,0.0,7,0.033377685,0.11503809,0.04689521,0.16698153,0.0025,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000254363,0.000254363,-0.00549379,0.01897375,-0.6875,1619.109533,5771.730855,0.280524088,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NIC,1991,-0.000273877,0.013741582,0.00027142,-1.64e-05,-0.000997326,0.0,7,-0.05141512,0.08261785,0.034721784,0.1669678,0.008,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.000497595,0.000497587,-0.005542085,-0.055899486,0.142857143,211.5525858,877.8013642,0.241002799,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
NLD,1991,0.001156078,0.000856084,0.000471078,0.000887364,0.00027675,0.0,7,0.014923207,0.096202105,0.06097297,0.16392769,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,7.64e-05,7.64e-05,-0.002113208,-0.007050596,0.052631579,23792.86144,70103.42521,0.339396561,-0.00048471760220994474,-0.002022898563535912,0.0029283977790055243,-0.0006795704640883978,-0.000736694729281768
