country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,2,2009,tiva,1199.141277,732.7031303,407.1398795,59.29826715,10.86170369,21.39385016,27.0427133,0.611023192,0.339526199,0.04945061,0.009057902,0.017840976,0.022551732,0.017548654,-0.007071554,-0.010477098,-0.000424565,-0.003368253,-0.00668428
ARG,2,2010,tiva,1405.884757,860.2310664,472.2178536,73.43583696,11.0285054,26.28525277,36.1220788,0.611878792,0.335886602,0.052234606,0.00784453,0.018696591,0.025693485,0.0008556,-0.003639597,0.002783996,-0.001213372,0.000855615,0.003141753
ARG,2,2011,tiva,1336.425071,775.4797383,485.6003742,75.34495854,14.79090998,25.61581951,34.93822905,0.580264285,0.363357726,0.056377989,0.011067519,0.019167419,0.026143051,-0.031614507,0.027471124,0.004143383,0.003222989,0.000470828,0.000449566
ARG,2,2012,tiva,1387.928752,827.5139161,481.4413657,78.97347019,13.33085134,30.41434575,35.22827311,0.596222187,0.346877579,0.056900234,0.009604853,0.021913478,0.025381903,0.015957902,-0.016480147,0.000522245,-0.001462666,0.002746059,-0.000761148
ARG,2,2013,tiva,2122.147567,1370.827737,649.1595663,102.1602636,13.54652871,39.65160343,48.96213145,0.645962495,0.305897467,0.048140038,0.006383406,0.018684659,0.023071973,0.049740308,-0.040980112,-0.008760196,-0.003221447,-0.003228819,-0.00230993
ARG,2,2014,tiva,2007.404497,1285.980288,625.7152781,95.70893064,8.817142126,39.27545498,47.61633353,0.640618416,0.311703635,0.04767795,0.00439231,0.019565292,0.023720348,-0.005344079,0.005806168,-0.000462088,-0.001991096,0.000880633,0.000648375
ARG,2,2015,tiva,2236.049022,1570.662002,583.7937544,81.59326579,6.476203599,33.67840193,41.43866025,0.702427356,0.261082717,0.036489927,0.002896271,0.015061567,0.018532089,0.06180894,-0.050620918,-0.011188023,-0.001496039,-0.004503725,-0.005188259
ARG,2,2016,tiva,2219.831953,1465.683688,661.7825921,92.36567245,7.209987754,36.99349176,48.16219294,0.660267858,0.298122834,0.041609308,0.003247988,0.016664997,0.021696324,-0.042159498,0.037040117,0.005119381,0.000351717,0.00160343,0.003164235
ARG,2,2017,tiva,2449.839501,1660.377073,688.3447456,101.1176821,7.33055061,41.38462738,52.40250413,0.677749327,0.280975446,0.041275227,0.002992257,0.016892791,0.021390178,0.017481469,-0.017147388,-0.000334081,-0.000255731,0.000227794,-0.000306146
ARG,2,2018,tiva,2835.851254,1848.583122,850.8885349,136.3795971,10.36422096,50.42513588,75.59024027,0.651861807,0.300046955,0.048091238,0.003654712,0.017781305,0.02665522,-0.02588752,0.019071509,0.006816011,0.000662455,0.000888514,0.005265042
ARG,2,2019,tiva,2307.127019,1355.190306,832.3527162,119.5839967,8.047263625,45.51343901,66.02329402,0.58739302,0.360774552,0.051832429,0.003488002,0.019727323,0.028617104,-0.064468787,0.060727597,0.003741191,-0.00016671,0.001946018,0.001961884
ARG,2,2020,tiva,1794.998436,1031.968125,676.6719767,86.35833404,8.09420779,31.27971333,46.98441292,0.574913106,0.37697636,0.048110534,0.004509312,0.017426039,0.026175183,-0.012479914,0.016201808,-0.003721895,0.00102131,-0.002301284,-0.002441921
ARG,6,1995,tiva,33590.45286,27345.42801,5523.78783,721.2370223,304.6269635,112.5701545,304.0399043,0.814083339,0.164445173,0.021471488,0.009068856,0.003351254,0.009051379,,,,,,
